WKT,nama,deskripsi
"POLYGON ((106.7475179 -6.3798801, 106.7470029 -6.3986456, 106.7360166 -6.4010339, 106.7397931 -6.4124635, 106.7440846 -6.4209928, 106.7372182 -6.4337866, 106.7344715 -6.4445331, 106.7512944 -6.4460682, 106.7797904 -6.4470917, 106.807943 -6.4479446, 106.8374689 -6.4530619, 106.8752346 -6.4602259, 106.8812428 -6.4586908, 106.8870793 -6.4453859, 106.898924 -6.4329337, 106.9014989 -6.4269633, 106.9081937 -6.4215046, 106.9102538 -6.4139988, 106.9033872 -6.403934, 106.8887959 -6.3950632, 106.8671665 -6.3923337, 106.8424471 -6.3894336, 106.821676 -6.3894336, 106.8098313 -6.3882394, 106.8010765 -6.3819273, 106.7753272 -6.3769799, 106.7475179 -6.3798801))",Depok,
