WKT,nama,deskripsi
"POLYGON ((106.7265212 -6.147419, 106.7430006 -6.2122712, 106.7670332 -6.2341144, 106.7464339 -6.2511787, 106.7436873 -6.2907659, 106.8020522 -6.3351272, 106.7896925 -6.3576476, 106.8096053 -6.383579, 106.8823897 -6.3876733, 106.9057356 -6.3876733, 106.9393813 -6.3194305, 106.9647871 -6.2866708, 106.9435011 -6.2464008, 106.9448744 -6.2136364, 106.9915663 -6.1938403, 107.0238387 -6.1692648, 106.9874465 -6.147419, 106.9332015 -6.1119175, 106.8858229 -6.0682202, 106.8253981 -6.0941659, 106.7828261 -6.1112348, 106.7265212 -6.147419))",Jakarta,
