WKT,nama,deskripsi
"POLYGON ((110.1439971 -7.9434464, 110.2092283 -7.9828877, 110.3307642 -8.0230052, 110.3465571 -8.0338838, 110.365783 -8.0536006, 110.3767694 -8.0692373, 110.3918756 -8.0753559, 110.4509269 -8.0590395, 110.5092917 -8.014846, 110.5305777 -7.951607, 110.4859458 -7.846187, 110.4248345 -7.8006101, 110.35823 -7.7815615, 110.2840724 -7.7754386, 110.2758328 -7.8182972, 110.2284543 -7.8767956, 110.1439971 -7.9434464))",Jogja,
