WKT,nama,deskripsi
"LINESTRING (106.8161764 -6.3053402, 106.8165412 -6.3062999, 106.8168845 -6.3068971, 106.8166914 -6.3077289, 106.8160691 -6.3080062, 106.8157258 -6.3079848, 106.8149104 -6.3078995, 106.8144813 -6.3077929, 106.8136636 -6.307707, 106.8130198 -6.3070245, 106.811904 -6.3072378, 106.8110028 -6.3068539, 106.8102303 -6.3071951, 106.8112603 -6.3089013, 106.8108741 -6.3098398, 106.8100587 -6.3100957, 106.8091575 -6.31129, 106.8103591 -6.3106502, 106.811389 -6.3107782, 106.8120757 -6.3101383, 106.8125907 -6.3108208, 106.8132344 -6.3102663, 106.8140069 -6.3100104, 106.8156377 -6.3102663, 106.8161527 -6.3110768, 106.8156377 -6.3127403, 106.8142215 -6.3138493, 106.8130627 -6.3140626, 106.8118611 -6.3141906, 106.8115607 -6.3150863, 106.810917 -6.3144039, 106.809887 -6.3152143, 106.8108312 -6.316366, 106.8122044 -6.3158968, 106.8133632 -6.3151716, 106.8142644 -6.3148304, 106.8147794 -6.3153849, 106.8152514 -6.3163233, 106.8166676 -6.3170911, 106.8181697 -6.3173897, 106.8216458 -6.3176883, 106.8247786 -6.3176456, 106.825122 -6.3158968, 106.8252507 -6.3141906, 106.8241778 -6.3135508, 106.8249932 -6.3131669, 106.8252507 -6.312655, 106.8245641 -6.3124844, 106.8261948 -6.3124844, 106.8258086 -6.3118872, 106.8258086 -6.31129, 106.8267527 -6.3112047, 106.8270102 -6.3086881, 106.8262378 -6.3083468, 106.8262807 -6.3072804, 106.8257228 -6.3065979, 106.8248216 -6.3065553, 106.8245211 -6.3060008, 106.8248645 -6.3046358, 106.8253365 -6.3039533, 106.826624 -6.3042092, 106.8268386 -6.3034414, 106.8259374 -6.3030149, 106.8243924 -6.3028016, 106.8238774 -6.3039533, 106.8230191 -6.3058301, 106.8219891 -6.3061714, 106.820015 -6.3057448, 106.815981 -6.304977)",Kebun Binatang Ragunan,
