WKT,nama,deskripsi
"LINESTRING (106.8522308 -6.2410391, 106.8527673 -6.2419776, 106.8534754 -6.2420843, 106.8538616 -6.241743, 106.8530677 -6.2406765, 106.8528746 -6.2402499, 106.8528102 -6.2398232, 106.8527673 -6.239418, 106.8529604 -6.2389274, 106.8533037 -6.2379248, 106.8534968 -6.2356851, 106.8531535 -6.2346826, 106.8527244 -6.2349172, 106.8530462 -6.2362184, 106.852896 -6.2371356, 106.8524669 -6.2382021, 106.8520806 -6.2388634, 106.8518446 -6.2397806, 106.8521879 -6.2408898)",taman tebet,
