WKT,nama,deskripsi
"LINESTRING (106.8232441 -6.1717116, 106.8289519 -6.1716903, 106.8292308 -6.1718609, 106.8290913 -6.1730023, 106.8297512 -6.1734876, 106.8299523 -6.1777195, 106.8311258 -6.1798568, 106.830897 -6.180156, 106.8293378 -6.1802845, 106.8271206 -6.1803709, 106.8249249 -6.1804145, 106.8237197 -6.1803937, 106.8230528 -6.1799353, 106.8232441 -6.1717116)",taman monas,
